Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
KIVGA HOLIDAY HOME,"4C/8 FIRST STAGE, MIHINDU MAWATHA, ANURADHAPURA",4,DELUXE,Anuradhapura,Anuradhapura,Anuradhapura East,80.416952,8.333752
VILLA SUNBIRD,"89B, WELLAMANKARAYA, OFF HUE FERNANDO MAWATHA, NAINAMADAMA",6,DELUXE,Puttalam,Polonnaruwa,Wennappuwa Divisional Secretariat,79.837662,7.306926
COMILLA BUNGALOW,"""COMILLA WATHE"" 76/5, INDURUGALLA, WATHURUGAMA",3,DELUXE,Gampaha,Gampaha,Dompe Divisional Secretariat,80.0942621,7.0566908
SANDELLE HOLIDAY RESORT,"4C/5, STAGE ONE, MIHINDU MAWATHA, ANURADHAPURA",6,STANDARD,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
SACHAL MIR'S,"2-C, DUNGALPITIYA, THALAHENA, NEGAMBO",4,SUPERIOR,Gampaha,Negombo,Negombo Divisional Secretariat,79.8311,7.152417
MISTY HILLS BOUTIQUE COTTAGE,"20/23,TOP PASS, KANDY ROAD, NUWARAELIYA.(VIA SANASA RESORT)",4,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7458665,6.9906717
THE PIER,"NO 113/8B ,DUWAWATTA, ST PETER'S ROAD, KORALAWELLA. MORATUWA.",4,DELUXE,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.888801,6.773335
SADULA HOLIDAY RESORT,"PULLAYAR JUNCTION, MIHINTHALE ROAD, ANURADHAPURA.",5,SUPERIOR,Anuradhapura,Anuradhapura,Anuradhapura East,80.4307097,8.3538076
NETH PIYASA,"04/85, BEKKEGAMA ROAD, WALANA, PANADURA.",3,SUPERIOR,Kalutara,Kalutara Pradeshiya Sabha,Thanthirimulla,NULL,NULL
ST.ANNE S LAGOON HOUSE,"SOTHTHUPITIYA WADIYA, KALPITIYA ROAD, PALAKKUDA.",6,DELUXE,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.759615,8.229533
FOREST PARADISE GUEST HOME,"PASSARA ROAD, ELLA.",5,SUPERIOR,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.05151,6.874164
MOUNT PLEASANT,"78, MISTY HILLS, WALAGEDARA, WATTAPALA, KADUGANNAWA.",3,STANDARD,Kandy,Kandy,Udunuwara Divisional Secretariat,NULL,NULL
THE RANMIN BUNGALOW,"NO.9, TUDUWA, DAMPE, PILIYANDALA.",3,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,79.918606,6.766099
GREEN GARDEN HOLIDAY BUNGALOW,"535/E , ANAGI MW, HORAGOLLA, NITTAMBUWA.",3,DELUXE,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
MATHUGAMA PIYASA,"KAJUGAHAWATTA, SAMAKANDA ROAD, MATHUGAMA.",3,STANDARD,Kalutara,Mathugama Pradeshiya Sabha,Mathugama Divisional Secretariat,NULL,NULL
CLOUDS,"64,LILY AVE, HAPUTALE.",5,DELUXE,Badulla,Haputale,Haputale Divisional Secretariat,80.94992,6.7647
CASA BLANCO,"395/95, HILL CREST GREEN ,BOWALAWATTE, UDA PERADENIYA, KANDY.",4,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.618416,7.254844
HORAKELLE ESTATE,"BLOCK NO 2, PALLIYAPITIYA, DUNAGAHA.",9,DELUXE,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.971366,7.251445
SHINE INN TOURIST BUNGALOW,"12/10, GANIHIMULLA,DEWALAPOLA.",1,STANDARD,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,NULL,NULL
ANKINDA LUXURIOUS VILLA,"293/11M, SURAMYA PLACE, GORAKAPOLA, PANADURA",4,DELUXE,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.904943,6.740224
SILVER BEACH HOTEL,"66/12, ALLES GARDEN, UPPUVELI,TRINCOMALEE",5,STANDARD,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.218226,8.616767
HOTEL OCEAN PARK,"101,ALLES GARDEN, SAMPALTIVU,TRINCOMALEE",7,STANDARD,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,NULL,NULL
RAMANATHAN COTTAGE,"848/A, VALAIYOOLHU,IRRAKKAKANDY, NILAVELI.",3,STANDARD,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,NULL,NULL
SAMANPAYA HOLIDAY BUNGALOW,"HELAMUDUNA, BANDARAWELA.",4,DELUXE,Badulla,Bandarawela Pradeshiya Sabha,Haputale Divisional Secretariat,80.983702,6.842848
LE GRAND MEAULNES - FAMILY HOLIDAY BUNGALOW,"""GREEN PATH"", TRINCOMALEE RD,HABARANA.",3,SUPERIOR,Anuradhapura,Anuradhapura,Anuradhapura East,80.760551,8.048284
ABERDEEN RANGE HOLIDAY HOME,"RANJIRAWA, GINIGATHHENA",3,SUPERIOR,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.465755,6.996841
WASALA VILLAGE VIEW,"""WASALA"" , MULLE WATTA, ELLA GAMA, DIYATALAWA",5,SUPERIOR,Badulla,Haputale,Haputale Divisional Secretariat,NULL,NULL
CLUB LESPRI,"322,TRANQUILITY, GALAHA ROAD, NILLAMBA",6,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.639866,7.199854
BARAMBA,"NO.22,UPAL MAWATHA,PRIMROSE HILL,KANDY",3,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
KOSALA BUNGALOW,"""KOSALA"" URANWELA,ELPITIYA.",4,STANDARD,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
BLUE LAGOON,"""BLUE LAGOON'WELLAWATTE,HIKKADUWA",3,SUPERIOR,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.101595,6.147039
SENANI COLONIAL HOLIDAY BUNGALOW,"NO.80,LADY MC CALUM DRIVE,HAWAELIYA,NUWARA ELIYA",4,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.776064,6.973548
RIVER SIDE INN FUJI,"81,CIRCULAR ROAD,OBADAWATTA,BENTOTA",4,DELUXE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.007141,6.428151
ARANGA-LA,"NO.10,HOSPITAL ROAD,HOMAGAMA",3,DELUXE,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
WESTROM VILLA,"ROBOLGODA, BENTOTA.",5,STANDARD,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
KANDY HOUSE,"NO 95,UPUL MAWATHA, ,5TH LANE,PRIMROSE GARDEN,KANDY",2,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.613952,7.282027
THE RANMIN LODGE,"""THE RUNMIN LODGE"",NO.12,GLENFALL LANE,NUWARA ELIYA",7,SUPERIOR,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL
LANDS END,"649/13,SK TOWN,MEDDAWATTA,MATARA",3,STANDARD,Matara,Matara,Matara Divisional Secretariat,80.570361,5.939156
COCOON HILLS,"21A,GLENFALL ROAD,NUWARA ELIYA",6,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL
SERENITY VILLA,"NO.14/2,AMARASENA MAWATHA,HIKKADUWA",3,STANDARD,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.101597,6.139843
SPRING ACRE,"NO.495 A-4, KANDY ROAD, TOPPASS,NUWARA ELIYA",4,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.748221,6.990897
TEA HILLS,"LYND HEAVEN , FRUIT HILL, HATTON",4,SUPERIOR,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.590915,6.896988
THAMBARAVILA,"""THAMBARAVILA"",NO.44/5,5TH LANE,NAWALA ROAD,RAJAGIRIYA",2,SUPERIOR,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,NULL,NULL
REEF EDGE RESORT,"NO 11C, BEACH ROAD , POLHENA ,MATARA",4,SUPERIOR,Matara,Matara,Matara Divisional Secretariat,80.528325,5.936969
LANKAN BRUNCH,"NO.152 ,PALLIYAWATTA ROAD, HENDALA, WATTALA",5,SUPERIOR,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,NULL,NULL
THE OCEAN FRONT,"14, SELLAMUTTU AVENUE, COLOMBO 3",6,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.8491,6.908351
RICHARDS,"NO. 08, SAMADHI MAWATHA, WELLANGOLLA ROAD, KURUNEGALA",5,STANDARD,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
MOUNTAIN GEM,"237A, SRIMATH KUDA RATWATTA MW, KANDY.",4,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
AVANA,"35, CHARLES PLACE, COLOMBO 3.",3,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
JASMINE HOMES,"27/1, GREENFIELD PARK, MADIWELA, KOTTE",3,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.92095,6.876324
CEILAO VILLAS COLOMBO,"47/1,JAWATTE ROAD, COLOMBO 5.",6,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.867188,6.897036
5TH LANE HOUSE,"51/1A, FIFTH LANE COLOMBO 3.",4,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.854306,6.904586
KIKILI HOUSE,"32, LOWER DICKSON ROAD, GALLE.",4,DELUXE,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
AMAYA BUNGALOW,"258, BOWALAWATTA,KANDY",8,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
CINNAMON VILLA,"KADJUGASDUWA ESTATE,MIRISWATTA, HABURUGALA, BENTOTA.",4,SUPERIOR,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
MUTTON BUTTON,"96/21/D, RAJAPIHILLA MAWATHA, KANDY",8,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.644256,7.284123
CEILAO VILLAS KIRINDA,"SUDUWELIPALASSA, KATTADIWEWA, KIRINDA.",2,DELUXE,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.33386,6.228375
CEILAO VILLAS KABALANA,"KABALANA, WELHENGODA, AHANGAMA.",4,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.346907,5.978085
FOREST VILLA,"185B, RAJAPIHILLA MW, KANDY",5,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.643597,7.284137
VIHARAGALA ESTATE BUNGALOW,"BERAGALA KOSLANDA RD, NIKAPOTHA P.O. VIA HAPUTALE",5,DELUXE,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,80.941688,6.760753
LA VILLA SANCTUARY,"1143/G/6, THE SANCTUARY, FOREST DRIVE, THALAWATHUGODA.",2,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.932122,6.879158
CLIFF HOUSE,"LABUGOLLA, HATHARALIYADDA.",4,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
PARADISE KANDY,"195/7A,RICHMOND HILL ESTATE, HEERASSAGALA,KANDY",5,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.619126,7.276424
SUNROCK,"195/1A, HEERASSAGALA ROAD, KANDY.",5,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.622612,7.27082
THE BLISS,"18, WIJEYA ROAD, TUDELLA, JA ELA.",5,SUPERIOR,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,79.893517,7.066622
JUNGLE TIDE,"UDUWELA,HANTANE,KANDY",4,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.655947,7.233831
NATURES TREAT BUNGLOW,"494/4, 4TH LANE,RUWANPURA SOUTH, KALAPALALUWAWE ROAD, AGGONA JUNCTION",3,DELUXE,Colombo,Kaduwela Pradeshiya Sabha,Battaramulla,79.920741,6.914802
KANO LANKA CENTRE,"MAHATENNA ESTATE, ELKADUWA, MATALE.",10,STANDARD,Matale,N/A,Ukuwela Divisional Secretariat,80.610315,7.409476
RIVERSIDE BUNGALOW,"RIVER SIDE BUNGLOW, NO 55, PARADISE ISLAND ROAD,BENTOTA",4,DELUXE,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
LIYON LANKA,"188/1, N.J.V COORAY MAWATHA, NAWALA,RAJAGIRIYA",5,DELUXE,Colombo,Colombo,Nugegoda Divisional Secretariat,NULL,NULL
51 BUNGALOW,"51,QUINTIN FERNANDO MAWATHA,NEGOMBO",2,DELUXE,Gampaha,N/A,Negombo Divisional Secretariat,NULL,NULL
DINUDA RESORT,"PUDUKUDUERIPPU, SETHAWADI, KALPITIYA",4,STANDARD,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.736991,8.229038
LANDS END BUNGALOW,"YADDEHIMULLA ROAD, UNAWATUNA",7,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.240342,6.008725
GREGORY'S BUNGALOW,"109, UPPER LAKE ROAD, NUWARA ELIYA",6,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.784538,6.956362
KAHAMBE ESTATE VILLA,"73/1, KAHAMBE ESTATE, KAHAMBE, PILIMATHALAWA",4,STANDARD,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.550455,7.255776
WHITE PALACE,"NO 92, GALMADUWA ESTATE, KUNDASALE",5,SUPERIOR,Kandy,Kundasle,Kundasale Divisional Secretariat,NULL,NULL
DEEN HAUS,"15/1, BEACH ROAD, MOUNTLAVINIA.",5,DELUXE,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
TEARAMB HOLIDAY BUNGALOW,"38, KARAGASTHALAWA, KATUKITHULA",4,SUPERIOR,Nuwara Eliya,Wellawaya,Kothmale Divisional Secretariat,80.676164,7.074153
UVA BEN HEAD PLANTATION (UPPER) BUNGALOW,"UVA BEN HEAD ESTATE, WELIMADA",4,SUPERIOR,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,NULL,NULL
GAGA ADDARA GUEST,"7TH MILE POST, HEPOLA, DIYAKOBBALA, BIBILE",4,STANDARD,Moneragala,Bibile,Bibile Divisional Secretariat,NULL,NULL
TRANQUILLA,"KADJUWETIYA ROAD, PELPITIGODA.",4,DELUXE,Kalutara,Pathahewaheta,Ingiriya Divisional Secretariat,NULL,NULL
AIRPORT VILLA,"LIVER BROTHER ROAD, LIYANAGEMULLA ROAD, SEEDUWA",5,DELUXE,Gampaha,Seeduwa,Katana Divisional Secretariat,79.872697,7.142227
SATORI VILLA,"KORATUWA GEDARA, MATARAMBA ROAD, UNAWATUNA, GALLE.",4,DELUXE,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.271419,6.021524
GALKANDA WALAUWE,"27, WALALA, MENIKHINNA",3,SUPERIOR,Kandy,Kundasle,Kundasale Divisional Secretariat,80.687187,7.319149
HILL WAY TOUR INN,"102 1/1, RAJAPIHILLAWA MAWATHA, KANDY",5,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,80.649055,7.283988
IVORY BUNGALOW,"HASTHI LANKA, TEMPLE ROAD, GANEHIMULLA, DEVALAPOLA",4,DELUXE,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,NULL,NULL
DICK OYA BUNGALOW,"HATTON MASKELIYA ROAD, DICK OYA ESTATE, DICK OYA",4,DELUXE,Nuwara Eliya,Hatton-Dickoya,Ambagamuwa Divisional Secretariat,NULL,NULL
MANGO VILLA,"54, TEMPLERS ROAD, MOUNT LAVINIA",4,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,NULL,NULL
DEERPOINT BUNGALOW,"18/7A,SISIL SEWANA, SIRIMALWATTA, KANDY",6,SUPERIOR,Kandy,Kundasle,Kandy Divisional Secretariat,80.650061,7.300052
SERENITY LAKE FRONT VILLA,"90/15(90/13A), BILYMORIA MAWATHA, IHALA INDEBEDDA, MORATUWA",4,DELUXE,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.900295,6.77621
GALKADAWALA FOREST LODGE,"GALKADAWALA, PALUGASWEWA, HABARANA",4,DELUXE,Polonnaruwa,Palugaswewa,Palugaswewa,80.69252,8.031355
AMALI RESIDANCE,"62/10, OLD KOTTAWA ROAD, DABARE ROAD, MIRIHANA, NUGEGODA",5,DELUXE,Colombo,Kotte Muncipal Council,Sri jayawadanapura,NULL,NULL
ABEYS VILLA,"140, GALLE ROAD,PINWATTE,PANADURA",5,DELUXE,Kalutara,Panadura Pradeshiya Sabha,Kalutara Divisional Secretariat,79.918264,6.686462
KOTHMALE HOLIDAY BUNGALOW,"126, NAWA NUGAWELA, GAMPOLA",3,SUPERIOR,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,80.592182,7.063135
PEACOCK RESIDENCE,"NIDANGALA WATTE, MALIGATENNA, 5 ELA, SHRAWASTIPURA",5,STANDARD,Anuradhapura,Anuradhapura,Anuradhapura East,80.38993,8.308446
THAMBILI BEACH HOUSE,"400, GURU KANDA, DALAWELLA, UNAWATUNA, GALLE",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
PLANTATION VILLA,"PLANTATION VILLA, WATTALAYA WATTE, NEHINNA, DODANGODA",8,DELUXE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.062346,6.548825
VILLA MAYURANA,"PELASSA ROAD, SANTHOSAGAMA 80650, AHANGAMA",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.341569,6.007656
BOLGODA COTTAGE,"149, GALKANUWA ROAD, GORAKANA, KESELWATTE, MORATUWA",4,DELUXE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
ROYAL COCOON,"2, WEDDERBURN ROAD, NUWARA ELIYA",7,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.770444,6.968445
APSARA,"332, WELIPENNA ROAD, ALUTHGAMA",3,DELUXE,Kalutara,Aluthgama,Aluthgama,80.003386,6.433525
PASMEEGODA ESTATE BUNGALOW,"PASMEEGODA ESTATE, KOHOLANA, KALUTARA",4,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.966016,6.588994
HILL CREST VILLA,"3, HILL CREST VILLA GREEN, UDA PERADENIYA, KANDY",5,SUPERIOR,Kandy,Kandy,Gagawata,80.61694,7.257661
MANGO HOUSE,"3, LEYN BAAN CROSS STREET, GALLE FORT, GALLE",7,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.218427,6.026796
THE KANDYAN VILLA,"532/30, HEERASSAGALA ROAD, HEERASSAGALA, KANDY",3,DELUXE,Kandy,Gagawata Koralya,Gagawata,80.622027,7.266516
SPLASHBUG RESIDENCIES,"42/2, WATAMAWATHA ROAD, NAWINNA, MAHARAGAMA",5,SUPERIOR,Colombo,Colombo,Maharagama Divisional Secretariat,NULL,NULL
FORT BLISS,"84, LIGHT HOUSE STREET, FORT, GALLE",4,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.217201,6.024691
HERITAGE LIFE,"46/100,. KASAPAGAMA, PIDURANGALA, SIGIRIYA",3,DELUXE,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
1ST CHOICE,"9/1, FIRST LANE, RATMALANA, MOUNT LAVINIA",5,STANDARD,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.875503,6.819636
VILLA BAYWATCH,"PEELA ROAD, BUONAVISTA, RUMASSALA, GALLE",6,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.23837,6.016349
KETHA TOURIST BUNGALOW,"INDURUOWITA, THITHAGALLA, AHANGAMA",3,SUPERIOR,Galle,Galle,Imaduwa Divisional Secretariat,NULL,NULL
VILLA ROSA,"71/20, DODANWELA PASSAGE, ASGIRIYA, KANDY",5,DELUXE,Kandy,Kandy,Gagawata,80.623796,7.299604
AARA RESIDENCES,"9/4, DE SERAM ROAD, MOUNT LAVINIA",4,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
MODERN CITY INN,"426, MAIN STREET, NEGAMBO",8,SUPERIOR,Gampaha,Gampaha,Negombo Divisional Secretariat,79.844831,7.212444
MAX WADIYA,"147,GALLE ROAD, (PARROT JUNCTION), URAWATTE, AMBALANGODA",3,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.057195,6.220452
LEISURE BUNGALOW,"101/18, MANIKPURAGAMA, WALLIMATAGAMA, KATARAGAMA",4,SUPERIOR,Moneragala,Katharagama,Moneragala Divisional Secretariat,NULL,NULL
BEDDEGAMA ECOPARK,"653/3, KAWANTHISSAPURA, TISSAMAHARAMA",7,DELUXE,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL
COLOMBO LOFT,"365/3, R.A DE MEL MAWATHA, COLOMBO 3",1,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
TAMARIND,"1/104, RAHULA MAWATHA, DIGANA",3,SUPERIOR,Kandy,Kundasle,Kundasale Divisional Secretariat,80.749437,7.265486
HILL SAFARI,"LOWER BRAY ESTATE, OHIYA",5,STANDARD,Badulla,Welimada Pradeshiya Sabha,Haldummulla Divisional Secretariat,80.8563,6.797426
OAK RESIDENCIES,"NO. 83/2/1 & 83/2/2, SARATHCHANDRA DIAS MAWATHA, PAMUNUVILA, KIRIBATHGODA",4,DELUXE,Gampaha,Gampaha,Biyagama Divisional Secretariat,79.932283,6.970955
LALITH VILLA,"35, SAMUDRADEVI MAWATHA, ETHUL KOTTE",4,DELUXE,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,NULL,NULL
LANKA STAR BUNGALOW,"66/6, RATHNAYKE MAWATHA, PELAWATTE, BATTARAMULLA",4,DELUXE,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,79.926141,6.886401
WADDUWA BEACH VILLA,"36/17, SANATH PERERA MAWATHA, SOUTH THALPITIYA, WADDUWA",6,DELUXE,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.922982,6.670927
LOTUS CHALETS ECO HOTEL-UDAWALAWA,"PAHALA KUMBUKEWEWA, CANAL ROAD, MIGAHAJANDURA, SOORIYAWEWA",3,SUPERIOR,Hambantota,Hambantota,Sooriyawewa Divisional Secretariat,81.02264,6.365119
VILLA DE ROSHE,"60 6C, UNIQUE VIEW ROAD, NUWARA ELIYA",3,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.762589,6.963889
CRANFORD VILLA,"542, KAHAGOLLA, DIYATHALAWA",5,DELUXE,Badulla,Haputale,Bandarawela Divisional Secretariat,NULL,NULL
THE SHADY NOOK - DIGANA,"1/149, VICTORIA RANGE, KENGALLA",4,SUPERIOR,Kandy,Kundasle,Kundasale Divisional Secretariat,80.737145,7.288235
KANDY SALUBRIOUS RESIDENCE,"13/4, DEEKIRIMADAWALA, NATTARAMPOTHA",5,DELUXE,Kandy,Kundasle,Kundasale Divisional Secretariat,NULL,NULL
HATALE BUNGALOW,"392, MAIN STREET, MATALE",5,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.727487,7.374981
COCO VILLE,"WATERVILLE ESTATE, KUMBURUMULA ROAD, KALKUDA",3,DELUXE,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.565127,7.910318
KANDY HILLS BUNGALOW,"96/1, PUNCHI BOGAPITIYA, DUMARA MAWATHA, BALAGOLA",2,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
ESCONDITE,"17/2, SUDHARMAN MAWATHA, RAJAMAHA VIHARA ROAD, PITA-KOTTE",5,DELUXE,Colombo,Colombo,Battaramulla,79.913016,6.881239
LAKE VIEW VILLA,"LAKE VIEW VILLA, KATHALUWA, AHANGAMA.",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.346964,5.993668
HALA HOUSE COLOMBO,"NO 7, KOTHALAWALA GARDENS, COLOMBO 4",9,DELUXE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,NULL,NULL
ELEPHANT REACH VILLA,"NO 686, KEGALLE - RAMBUKKANA ROAD, PINNAWALA",4,SUPERIOR,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.386898,7.304627
FIELD GARDEN,"NO 183/1, STATION MAWATHA, MAHARAGAMA",4,SUPERIOR,Colombo,Maharagama,Maharagama Divisional Secretariat,NULL,NULL
ZODA BOLGODA,"WADAKKARA KOTUWA, MEDAGAMA, BANDARAGAMA",3,SUPERIOR,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,NULL,NULL
ANCOOMBRA HOLIDAY BUNGALOW,"392, MAIN STREET, MATALE",4,DELUXE,Kandy,Kandy,Poojapitiya Divisional Secretariat,NULL,NULL
LIGHT HOUSE PROPERTY,"48, LIGHT HOUSE STREET, FORT, GALLE",4,DELUXE,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
AMBALAMA VILLA,"596, MATARA ROAD, DALAWELLA, UNAWATUNA",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.260597,6.00147
SATIN SANDS LANKA,"796, MATARA ROAD, MIHIRIPANNA, THALPE",4,DELUXE,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
HERITAGE BUNGALOW (PVT) LTD,"NO 59, MIRISWATTE, PUWAKPITIYA",3,SUPERIOR,Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat,NULL,NULL
SHADY GROVE TOURIST BUNGALOW,"7, GANTHERA MAWATHA, WATAPULAWA, KANDY",4,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,80.6434,7.321631
VILLA PANORAMA,"429/5, SARASAVIGAMA ROAD, MAHAKANDA, HINDAGALA",6,DELUXE,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.610235,7.224908
DIYAGAL VILLA,"42, PITAWALA ROAD, HIRIWADUNNA, PINNAWALA, RAMBUKKANA",4,SUPERIOR,Kegalle,Kegalle,Rambukkana Divisional Secretariat,80.387853,7.288899
KADUGANNAWA REACH,"YATANTALE, UDAMULLA",7,STANDARD,Kegalle,Kegalle,Mawanella Divisional Secretariat,NULL,NULL
COLOMBO VILLA,"16/6, CAMBRIDGE PLACE, COLOMBO 7",4,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.860018,6.907345
THE WIND,"16.B, ANDIYAMBALAMA",1,STANDARD,Gampaha,Gampaha,Katana Divisional Secretariat,NULL,NULL
LODGE 19,"NO 19, AVE MARIA ROAD, NEGOMBO",6,DELUXE,Gampaha,Negombo,Negombo Divisional Secretariat,79.843006,7.214054
VILLA MAGGONA,"82/2, GALLE ROAD, MAGGONA",4,DELUXE,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
ALLSPICE VILLA,"730A, KOTTE ROAD, ETHUL KOTTE",4,DELUXE,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,79.905837,6.895521
