Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
GRAND STAR CHINESE RESTAURANT,"NO.105, GALA JUNCTION, KIIBATHGODA, KELANIYA",6,B,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,NULL,NULL
GURULUPOTHA REST HOUSE,"GURULUPOTHA, HASALAKA.",4,A,Kandy,Kandy,Minipe Divisional Secretariat,NULL,NULL
GRAND MUSIC AND CUISINE,"NO.102, REID AVENUE, COLOMBO 07.",7,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,NULL,NULL
GREEN WOODS HOLIDAY INN,"NO.301, BANDARAWELA ROAD, BADULLA.",14,B,Badulla,Badulla,Badulla Divisional Secretariat,81.055286,6.990582
GAMUNU REST INN,"412, COLOMBO ROAD, SEEDUWA.",5,B,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,NULL,NULL
GAJAMADARA WALAUWA,"75, KURUNEGALA ROAD, POLGAHAWELA.",8,A,Kurunegala,Polgahawela Pradeshiya Sabha,Polgahawela Divisional Secretariat,80.30267,7.340999
GOVERNORS CHALETS,"BADULLA, ROAD, NUWARAELIYA.",6,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.777807,6.956578
GAMPAHA HOLIDAY INN,"NO:143,MATHAMMANA,MINUWANGODA",14,C,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,NULL,NULL
HOTEL SILANMO,"BANDARAMULLA,MIRISSA",15,A,Matara,Weligama,Weligama Divisional Secretariat,80.461384,5.944065
HAPPY KENT HOTEL,"MAHASENPURA,KATARAGAMA RD,TISSAMAHARAMA",19,B,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.29623,6.292301
HOTEL ORCHID INN,"NO.571/6, GALLE ROAD, COLOMBO 06.",20,B,Colombo,Colombo,Colombo Divisional Secretariat,79.86393,6.865113
HOTEL GARDEN BEACH,"643/19, THALGAHAPITYA ROAD, KOSGODA.",10,A,Galle,Galle,Balapitiya Divisional Secretariat,NULL,NULL
HOTEL ATLANTIC,"237,GALLE ROAD,COLOMBO 4",16,B,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
HOTEL OSHIN,"NO.621, KANDY ROAD,ANDANKULAMA, TRINCOMALEE.",8,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.194631,8.588839
HOTEL CHAMPIS,"KEGALLE ROAD,HIRIWADUNNA",8,A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,NULL,NULL
HASARA GUEST HOUSE,"NO.01, WEKUNUGODA ROAD, GALLE.",20,A,Galle,Galle,Galle Divisional Secretariat,80.206286,6.04959
HOTEL TISSA,"KACHCHERIYAGAMA, THISSAMAHARAMAYA.",8,B,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL
HANGURANKETHA REST HOUSE,"REST HOUSE, HANGURANKETHA.",4,B,Nuwara Eliya,Nuwara Eliya,Hanguranketha Divisional Secretariat,NULL,NULL
HOTEL LAGONE,"05, HATHARALIYEDDA ROAD, POTTAPITIYA, MANIKDIWELA.",11,A,Kandy,Kandy,Yatinuwara Divisional Secretariat,NULL,NULL
HOTEL DEKATANA VILLAGE,"NO.126, MALWANA ROAD, DEKATANA.",10,B,Gampaha,Dompe Pradeshiya Sabha,Dompe Divisional Secretariat,NULL,NULL
HOTEL MAPURA,"61,COLOMBO ROAD,KIRIBATHKUMBURA",6,A,Kandy,Kandy,Kandy Divisional Secretariat,80.574673,7.267232
HOTEL DAMBADENIYA,"ATURUWALA, DAMBADENIYA.",5,A,Kurunegala,Kurunegala,Narammala Divisional Secretariat,NULL,NULL
HOTEL PANCHI VILLA,"KURUWATTA, WARAHENA, BENTOTA.",8,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.005938,6.400549
HOTEL SILVER SANDS,"229,LEWIS PLACE,NEGOMBO",15,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.840374,7.228771
ILEY GARDEN RESTAURANT,"NO.14, STATION ROAD, BAMBALAPITIYA.",6,B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,NULL,NULL
KALLA BONGO LAKE RESORT,"22/8K FEILD VIEW, BADDEGAMA ROAD, NALAGASDENIYA, HIKKADUWA.",15,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
KANDY HOLIDAY HOME,"51/30, BANGALAWATTA, LEWELLA, KANDY.",10,A,Kandy,Kandy,Kandy Divisional Secretariat,80.653874,7.297828
INNAMALUWA INN,"SIGIRIYA RD,INNAMALUWA",10,B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.693661,7.927465
KALU S HIDEAWAY,"WALAWEGAMA, UDAWALAWA.",7,A,Moneragala,Embilipitiya,Moneragala Divisional Secretariat,NULL,NULL
KOTTAWATTA VILLAGE INN,"THIMBOLKETIYA, KOLAMBAGEARA.",6,B,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.80106,6.406341
KETETHENNA TOUR INN,"635,RATHNAPURA ROAD, KETETHENNA, KAHAWATTA.",9,B,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,NULL,NULL
KUSUM NADIYA,"NEGOMBO ROAD, KURUNEGALA.",10,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.335617,7.476941
RASARA GUEST HOUSE,"NO:251,POTHUWIL ROAD,MONARAGALA",8,B,Moneragala,Hambantota,Moneragala Divisional Secretariat,NULL,NULL
LAKE VIEW GARDEN HOTEL,"KANDY ROAD,MATALE JUNCTION, KURUNDANKULAMA, ANURADHAPURA.",6,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.444118,8.347579
HOTEL LION INN,"BINDUNUWEWA, BANDARAWELA.",19,A,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,81.003221,6.837185
ISURU GUEST HOUSE,"NO:27,AKURASSA ROAD,KAMBURUPITIYA",6,B,Matara,Matara,Matara Divisional Secretariat,NULL,NULL
LAGOON PARADISE BEACH RESORT,"MORAKOLIYA,TANGALLE",13,A,Hambantota,Hambantota,Tangalle Divisional Secretariat,NULL,NULL
LONDON GUEST HOUSE,"REST HOUSE ROAD, KALMUNAI.",7,B,Ampara,Kalmunai,Kalmunai Divisional Secretariat,NULL,NULL
LAKE VIEW INN,"06, LIOYDS AVENUE, BATTICALOA.",9,B,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,81.697994,7.715671
LILY RESTAURENT AND INN,"123/12,DE ABREW ROAD,KALUTARA NORTH,KALUTARA",5,A,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
LUNUGALA REST HOUSE,"REST HOUSE, LUNUGALA.",3,B,Badulla,Badulla,Lunugala Divisional Secretariat,81.201067,7.038551
LUCKY TOURIST INN,"ULPOTHAYAYA,NARANWALA,GALAGEDARA",5,A,Kandy,Thumpane Pradeshiya Sabha,Thumpane Divisional Secretariat,NULL,NULL
LARKHCHEIN GUEST,"92/10,YOUWN MAWATHA,KANTHALE",8,B,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,NULL,NULL
MOUNT GAP HOTEL,"NO.609/1, PELMADULLA ROAD, THIRIWANAKETIYA, KETENDOLA, RATHNAPURA.",7,C,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,NULL,NULL
MILLENIUM PARK INN & RESTAURANT,"1594, KADUWELA ROAD, ATHURUGIRIYA.",5,B,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,NULL,NULL
MAHAWELI VIEW RESIDENCE,"184/2 MADAWALA ROAD, KATUGASTOTA.",6,B,Kandy,Kandy,Ganga Pahala Korale Divisional Secretariat,NULL,NULL
MANGALA GUEST HOUSE,"14, ROSITA ESTATE, DAMBULLA ROAD, THORAYAYA, KIRIWAWLA.",6,B,Kurunegala,Kurunegala,Mallawapitiya Divisional Secretariat,NULL,NULL
MIDLAND GUEST HOUSE,"NO.930/1, SAW MILL JUNCTION, KADURUWELA, POLONNARUWA.",8,A,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,NULL,NULL
WARAHENA BEACH HOTEL,"GALLE ROAD,WARAHENA,BENTOTA.",6,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
NEW MEEWELLAWA REST,"577/1, 1ST LANE NIKAWERATIYA.",5,B,Kurunegala,Nikaweratiya Pradeshiya Sabha,Nikaweratiya Divisional Secretariat,NULL,NULL
MAYURA BEACH RESORT,"NO.33A, BEACH ROAD, MATARA.",16,B,Matara,Matara,Matara Divisional Secretariat,80.553861,5.942909
MIYURASA HOTEL,"1613, AVISSAWELLA ROAD, RANALA.",10,A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,NULL,NULL
MILANO TOURIST REST,"596/40, STAGE 01, ANURADHAPURA.",8,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.417125,8.325037
MODERN SEMI LUXURY TOURIST HOTEL,"NO.361, NEW ROAD, DALUGAMA, KELANIYA.",48,B,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,NULL,NULL
MEMENTO TOURIST GUEST HOUSE,"NO.24, VIJAYA ROAD, GAMPAHA.",9,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
MAMAS CORAL BEACH,"NO:338,GALLE ROAD,HIKKADUWA",9,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
HOTEL RANKETHA,"NO:160,BATTICALOA ROAD,POLONNARUWA",11,B,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,NULL,NULL
OLD BRIDGE INN,"NO.84, COLOMBO ROAD, ALAWWA.",7,B,Kegalle,Alawwa Pradeshiya Sabha,Warakapola Divisional Secretariat,NULL,NULL
NIMALI HOLIDAY INN,"AMBAWATTA,ELLA ROAD,WELLAWAYA",10,B,Moneragala,N/A,Wellawaya Divisional Secretariat,NULL,NULL
NA - MALA HOLIDAY RESORT,"KURUNEGALA ROAD, DMBULLA.",6,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
NEW VIWEKA INN,"NO.180, NUWARAELIYA ROAD, WELIMADA.",5,B,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,NULL,NULL
REST HOUSE HETTIPOLA,"REST HOUSE ,KULLIYA PITIYA ROAD,HETTIPOLA.",2,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
PANWILA REST HOUSE,"PANWILA REST HOUSE,PANWILA",5,B,Kandy,Kandy,Panvila Divisional Secretariat,80.723812,7.364177
PANORAMA GUEST HOUSE,"NO.395/11C, MUDITHA MAWATHA, ANURADHAPURA.",5,B,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
REST HOUSE-PADUKKA,"REST HOUSE,HORANA ROAD,PADUKKA",3,B,Colombo,Colombo,Padukka Divisional Secretariat,80.092341,6.841294
PARADIES HOLIDAY INN,"539/4,SAMUDRI MAWATHA,MALAWANA,BIYAGAMA",8,C,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.003701,6.961295
POINT DE GALLE,"MIHIRIPENNA, TALPE, UNAWATUNA.",9,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
REST HOUSE-KALPITIYA,"REST HOUSE,KALPITIYA",3,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,NULL,NULL
PLANTATION HOTEL,"NO. 250,KALUKOHUTHENNA,KITHULGALA",12,A,Kegalle,Yatiyantota Pradeshiya Sabha,Yatiyanthota Divisional Secretariat,NULL,NULL
REST HOUSE -KAKIRAWA,"THLAWA ROAD,KAKIRAWA",3,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.593785,8.041418
PARADISE BEACH CLUB,"140, GUNASIRI NAHIMI MAWATHA, MIRISSA.",40,A,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.457395,5.945335
RIVERSIDE INN,"RIVERSIDE INN,NO.114,ELLATOTA,BANDARAWELA",12,A,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,NULL,NULL
RIVER SIDE HOLIDAY INN,"NO.27,LOWER KINGS STREET,BADULLA",16,B,Badulla,Badulla,Badulla Divisional Secretariat,NULL,NULL
RIVERSTAN HOLIDAY VILLAGE,"19TH MILE POST,BAMBARAGALA,RATTOTA",12,B,Matale,Matale,Rattota Divisional Secretariat,NULL,NULL
RAIN FOREST LODGE,"RAIN FOREST LODGE, GALKUBURA HENYAYA, TEMPLE ROAD, DENIYAYA",9,B,Matara,Matara,Kotapola Divisional Secretariat,80.549579,6.343899
ROBEENA PALACE REST AND GUEST,"32B,PANSALA WATTA,BANGAMA ROAD,AKURESSA",9,A,Matara,Matara,Akuressa Divisional Secretariat,NULL,NULL
SARATHCHANDRA TOURIST GUEST HOUSE,"PALLEGAMA, EMBILIPITIYA.",16,B,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,NULL,NULL
SEA SPRAY BEACH RESORT,"NO:45,VIHARA LANE,MOUNT LAVINIA",7,A,Colombo,Colombo,Mount Lavinia,NULL,NULL
REST HOUSE - HINGURAKGODA,"MEDIRIGIRIYA ROAD,HINGURAKGODA.",4,B,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,NULL,NULL
SISILA TOURIST INN,"KURUNAGALA RD,AMBEPUSSA,WARAKAPOLA",15,A,Kegalle,Kegalle,Warakapola Divisional Secretariat,80.213027,7.244146
RESTAURANT LE VILLAGE & GUEST HOUSE,"KURUNEGALA ROAD,MAKANDURA,GONAWILA.",7,B,Kurunegala,Pannala Pradeshiya Sabha,Pannala Divisional Secretariat,NULL,NULL
RAKWANA REST HOUSE,"DENIYAYA ROAD,RAKWANA",4,B,Ratnapura,Ratnapura,Godakawela Divisional Secretariat,NULL,NULL
ROCK HOUSE,"16/17A HULANGAMUWA ROAD,MATALE.",7,A,Matale,Matale,Matale Divisional Secretariat,NULL,NULL
REST HOUSE MARAWILA,"REST HOUSE, MARAWILA",4,A,Puttalam,Nattandiya Pradeshiya Sabha,Mahawa Divisional Secretariat,NULL,NULL
RUHUNU RESORT,"TISSA ROAD,AMBALANTOTA",5,B,Hambantota,Ambalantota Pradeshiya Sabha,Ambalangoda Divisional Secretariat,NULL,NULL
MOUNT BAY SEA SIDE INN,"NO:26/11,DE SERAM ROAD,MOUNT LAVINIA",6,C,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
RANAPRIYA HOTEL,"WEWAGEDERA WATTE, GANEWATTE ROAD,WARIYAPOLA",14,A,Kurunegala,Kurunegala,Wariyapola Divisional Secretariat,NULL,NULL
SANWA INN & RESTAURANT,"NO:20,DEHIWALA ROAD,BORALESGAMUWA",5,B,Colombo,Boralesgamuwa,Colombo Divisional Secretariat,NULL,NULL
RIVIERA RESORT,"NEW DUTCH BAR ROAD,KALLADY,BATTICALOA",12,B,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,NULL,NULL
REST INN-GAMPAHA,"NO.20 ,SUDARSHANA MAWATHA,GAMPAHA.",10,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
SANAS BEACH GUEST HOUSE,"NO:212,LEWIS PLACE,NEGOMBO",8,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
ROY VILLA BEACH HOTEL,"NAINNAWATTA,1ST CROSS STREET,PAYAGALA.",12,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.973852,6.535184
SALA FACTORY HOTEL & RESTAURANT,"SALAWA,KOSGAMA",5,A,Colombo,Seethawaka Pradeshiya Sabha,Hanwella,NULL,NULL
STAR BEACH GUEST HOUSE,"83/3,LEWIS PLACE,NEGOMBO",16,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
SHALIMAR GUEST HOUSE,"NO.46,PANCHIKAWATTA ROAD,COLOMBO 10",21,A,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
INGINIYAGALA SAFARI INN,INGINIYAGALA,5,B,Moneragala,N/A,Madulla Divisional Secretariat,NULL,NULL
SHALIMAR BEACH HOTEL,"POTUPITIYA,WADDUWA",25,A,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
SAMAN REST,"235,NEW ROAD,AMBALANGODA",5,B,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,80.054098,6.237236
SUBASI TOURIST RESORT,"269/1,ASSEDDUMA,KULIYAPITIYA",5,B,Kurunegala,Kuliyapitiya Pradeshiya Sabha,Kuliyapitiya East Divisional Secretariat,NULL,NULL
SAN VILLA,"NO:405/2,PILIYANDALA ROAD,MAHARAGAMA",15,B,Colombo,Maharagama,Maharagama Divisional Secretariat,79.932747,6.835733
SORABORA GEDARA,"SORABORA WAWA ROAD,MAHIYANGANA",10,A,Badulla,Badulla,Mahiyanganaya Divisional Secretariat,NULL,NULL
SHEEN GUEST HOUSE,"NO:454,NEGOMBO ROAD,WELISARA",10,A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,NULL,NULL
SUN SHINE BEACH HOTEL,"235/5,ABREW ROAD,KALUTARA NORTH.",5,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
SUITE LANKA HOTEL,"THIRANAGAMA,HIKKADAWA",7,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.115549,6.119985
SELSAN HOTEL,"114/1,RANALA ROAD,HABARAKADA,HOMAGAMA",5,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
SANDY RIVER INN,"NO 16/1,DEVANI RAJASINGHE MW,GATAMBE,KANDY",9,B,Kandy,Kandy,Kandy Divisional Secretariat,80.606801,7.277312
SEA LINE,"NO.1/108,PETTIGALAWATTA,GALLE",12,B,Galle,Galle,Galle Divisional Secretariat,80.223402,6.036901
SIRIMADURA RESTAURENT & GUEST HOUSE,"HIRIPITIYA ROAD,MEDDEGAMA,MELLAWA",5,B,Kurunegala,Kurunegala,Mallawapitiya Divisional Secretariat,NULL,NULL
THAMPA TOURIST HOTEL & INN,"10,1ST LANE,SINNAPUTHUKULAM,VAUNIYA",19,A,Vavuniya,Vavuniya,Vavuniya,80.510586,8.745916
WELIGAMA BAY RESORT,"MATARA ROAD,PELENA,WELIGAMA",24,A,Matara,Weligama,Weligama Divisional Secretariat,80.440137,5.972813
TIVERTON TOURIST GUEST,"60,2ND RAJASINNGHE MW,KANDY",2,B,Kandy,Kandy,Gagawata,NULL,NULL
TAPROSPA LABOOKELLIE VILLA,"LABOOKELLIE ESTATE,LABOOKELLIE,NUWARAELIYA",5,A,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,80.718587,7.024754
WELLASSA-INN,"REST HOUSE,WELLAWAYA ROAD,MONERAGALA",6,B,Moneragala,N/A,Moneragala Divisional Secretariat,NULL,NULL
THAMBAPANNI RETREAT,"YADDEHIMULLA,UNAWATUNA,GALLE",18,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.243394,6.011141
THAPROBAN ROOMS AND RESTAURANT,"72,YADDEHIMULLA,UNAWATUNA",14,A,Galle,Galle,Galle Divisional Secretariat,80.240417,6.009545
SUN ROO BEACH,"NO:22,SAMARAWEERA PLACE,WELIGAMA",8,B,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL
WICKS RIVER INN,"SINHGAPURA,BOGAHAMADITHA,HALI ELA,BADULLA",6,B,Badulla,Badulla,Hali-Ela Divisional Secretariat,NULL,NULL
THUSHARA TOURIST HOTEL,"34,BANDARWELA ROAD,WELIMADA.",10,A,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,NULL,NULL
REST HOUSE - WELLAWAYA,"ELLA ROAD,WALLAWAYA",5,B,Moneragala,N/A,Moneragala Divisional Secretariat,81.101003,6.732291
YPSYLON GUEST HOUSE,"MORAGALLA 12070,BERUWELA",25,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,NULL,NULL
UNAWATUNA NOR-LANKA HOTEL,"PALUGEDARAWATTA,PEELLAGODA,UNAWATUNA",14,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.249097,6.012171
VENUS LANKA,"26,PALMYRAH AVENUE.COLOMBO 03.",20,B,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
UP COUNTRY REST & HOLIDAY HOME,"WELAMITA WANGUWA,GUNETHANNA,HINGULA",10,B,Kegalle,N/A,Mawanella Divisional Secretariat,NULL,NULL
VILLA GUEST HOUSE,"NO.22,LOWER ROAD,ORRS HILL,TRINCOMALEE.",16,B,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,NULL,NULL
UDAYANGA GUEST HOUSE,"WELLAWAYA ROAD,ELLA",5,B,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL
VIBRATION HOTEL,"495,,GALLE ROAD,WEWALA,HIKKADUWA.",6,B,Galle,Galle,Hikkaduwa Divisional Secretariat,80.106735,6.126787
THINAKKURAL REST,"45,CHETTY STREET LANE,NALLUR,JAFFNA",12,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.031402,9.670557
UPPER GLENCAIRN BUNGALOW,"MASKELIYA ROAD,DICKOYA,HATTON",5,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.602731,6.853385
RANKETH RESTAURANT & INN,"RANWALA,KEGALLE.",6,B,Kegalle,Kegalle,Kegalle Divisional Secretariat,NULL,NULL
NILDIYA HOTEL,"82/5 B GALLE ROAD,MOUNT LAVANIYA",7,B,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,NULL,NULL
ARUGAMBAY SURF RESORT,"ARUGAMBAY, POTUVIL.",11,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.832602,6.841493
FIELD VIEW INN,"ATHURA,BULATHSINGHALA",7,B,Kalutara,Bulathsinhala Pradeshiya Sabha,Bulathsinhala Divisional Secretariat,79.986677,6.89414
BOA VISTA,"NO. 142, OLD PUTTALAM ROAD, TISSAWEWA, ANURADHAPURA",11,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.385222,8.342905
ALTA ITALIAN GUEST HOUSE AND RESTAURANT,"NO 36,PORUTHOTA,ETHTHUKALA,NEGOMBO",5,B,Gampaha,Gampaha,Negombo Divisional Secretariat,NULL,NULL
BOJANGLES BEACH HOUSE,"BARANIGEWATTA,WELHENGODA,AHANGAMA",5,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
BONN BONN GUEST HOUSE,"NO. 104/3, KATUVANA ROAD, HOMAGAMA",16,A,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,NULL,NULL
ASIRI HOLIDAY RESORT,"NO 28/1,THUDUWA ROAD,MADAPATHA,PILIYANDALA",5,B,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
ALL IN ONE REST,"INNER ROAD,KILLINOCHCHI",5,B,Kilinochchi,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
AMERICAN STAR HOTEL,"NO.126/3,BADULLA ROAD,MAHAGASTOTA JUNCTION,NUWARA-ELIYA",15,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL
A-PRIMA TOURIST HOTEL,"173,ST SEBESTIAN ROAD,KATUKURUNDA-KALUTARA",8,A,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.962124,6.563892
AQUA INNS,"NO.12,ALLES GARDEN,SAMBALTHIVE,TRINCOMLEE",31,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,NULL,NULL
GALAXY LOUNGE,"ARUGAMBAY,SINNAVLLOVI,POTTUWIL -18",8,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.831418,6.849136
BROWNS BEACH REST,"NO. 39B, BEACH ROAD, MATARA",14,A,Matara,Matara,Matara Divisional Secretariat,NULL,NULL
HOTEL BLUE SKY,"NO. 242, NEGOMBO ROAD, PUWAKGASHANDIYA, KURUNEGALA",18,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
BANDU RIVER INN,"RIVERSIDE ROAD, PALATOTA, KALUTARA NORH",10,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.96806,6.59447
RUPAS BEACH HOTEL,"ARUGAMBAY,POTTUVIL",13,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.833644,6.839223
C.I.C. AGRI HOLIDAY RESORT,"C I C SEEDS FARM, HINGURAKGODA",8,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,NULL,NULL
PLEDGE SCAPE,"NO. 3/2, SENAVIRATNA ROAD, KUDAPADUWA, NEGOMBO",25,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
TSUNAMI HOTEL,"ARUGAMBAY,ULLE,POTHUWIL",10,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.831613,6.846344
BEACHWAY GUEST HOUSE,"NO. 02, BEACH ROAD, MOUNT LAVINIA",6,B,Colombo,Colombo,Mount Lavinia,NULL,NULL
CANAL VIEW GARDEN HOTEL,"NO 105, ANDERSON ROAD, NEGOMBO",9,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.844292,7.226329
BIMSARA GUEST HOUSE,"NO. 79, ATTANAGOLLA, LUNUGALA",5,B,Badulla,Badulla,Lunugala Divisional Secretariat,NULL,NULL
CAPRI MOON REST INN,"60/4, NEW ROAD , HALGASTHOTO ,KATUNAYAKA",12,A,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,NULL,NULL
OCEAN BEACH HOTEL,"ARUGAMBAY,POTTUVIL-18",11,B,Ampara,Ampara,Pottuvil Divisional Secretariat,NULL,NULL
CAROLINE REST,"CHANKANAI ROAD, ALLUKAI , ALAVEDI",6,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
GECKO RESTAURANT & ROOMS,"MAIN STREET,ARUGAMBAY,POTTUWIL",6,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.832523,6.841218
DEVASI REST,"PARANAKANNDA ROAD, ARAMA PATUMAGA, KATARAGAMA",18,B,Moneragala,Hambantota,Hambantota Divisional Secretariat,NULL,NULL
DUNE INN HOTEL,"NO.97,BORELLA ROAD,ATHURUGIRIYA",6,A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,NULL,NULL
COUNTRY GARDEN RESORT,"PANABOKKE, WATTAPPOLA",5,A,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.544262,7.222993
ALOHA CABANAS,"SINNA ULLAI,ARUGAMBAY",10,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.830823,6.845218
BIYAGAMA ZONE,"NO. 533/2, WALGAMA, MALWANA, BIYAGAMA",10,B,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,NULL,NULL
DEANS GUEST HOUSE,"MAIN STREET,ARUGAMBAY,POTTUWIL",14,B,Ampara,Ampara,Pottuvil Divisional Secretariat,NULL,NULL
CYPRESS GARDENS,"NO 64, PARAKRAMA ROAD, WELISARA.",8,A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,NULL,NULL
