Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
SARASA PARK HOTEL,"NO:18,RUKMANI DEVI MAWATHA,NEGOMBO",12,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
PJ HOTEL,"AVARNKAL JUNCTION,ACTCHUWELY SOUTH,ACTCHWELY,JAFFNA",19,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,,
AMBA AYURVEDA BOUTIQUE HOTEL,"704, WALAGEDARA, GALLE ROAD,BALAPITIYA",6,A,Galle,balapitiya,Balapitiya Divisional Secretariat,NULL,NULL
MILTONS BEACH RESORT,"GANAHENA,UNAWATUNA",28,B,Galle,Galle,Habaraduwa Divisional Secretariat,80.253973,6.005965
PEARL OCEANIC RESORT,"10/1,WARD NO 03,SAMPALTHIVU,TRINCOMALEE",8,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.222994,8.636459
LOURDES INN HOTEL,"20/4,3RD LANE,MAGASTHOTHA,NUWARA ELIYA.",18,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.787634,6.946254
PUETZ BEACH RESORT,"WELANKANNI MAWATHA,SINDATHRIYA,WAIKKALA",12,A,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,NULL,NULL
HEAVEN SEVEN,"NO 24,HADON HILL ROAD,NUWARA ELIYA",11,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.765792,6.962279
POLHENA REEF GARDEN HOTEL,"NO:30,BEACH ROAD,POLHENA,MATARA",18,B,Matara,Matara,Matara Divisional Secretariat,80.527084,5.937056
SANCHARINA HOTEL,"156/41,WAJIRA ROAD,NAHENA,HUNUPITIYA,WATTALA",15,A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.915357,6.984756
SANDARASI INN,"NO:109/6,RAILWAY AVENUE,MAHARAGAMA",13,B,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
THE M G S HOTEL,"NO:283/A2,PUBUDU MAWATHA, ELPITIYA",6,A,Galle,Galle,Elpitiya Divisional Secretariat,80.162979,6.286796
MIHILIYA GUEST HOUSE,"NO:420/B,A9 ROAD,OLUKARANDA,KEKIRAWA",5,B,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
SAMANALA HOTEL,"PUTTLAM ROAD,NOCHCHIYAGAMA",13,A,Anuradhapura,Anuradhapura,Anuradhapura East,NULL,NULL
ICE AGE HOTEL AND RESTURANT,"359,GALLE ROAD,BALAPITIYA",6,A,Galle,balapitiya,Balapitiya Divisional Secretariat,80.035357,6.267228
HOTEL WEWALA BEACH,"NO. 380, GALLE ROAD, HIKKADUWA",20,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.101644,6.130476
HABARADUWA HOUSE VILLA,"HADYWATTA,HABARADUWA,GALLE",5,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
HOTEL SUNRAY,"NO:117/8,ANAGARIKA DHARMAPALA MAWATHA,KANDY",19,A,Kandy,Kandy,Kandy Divisional Secretariat,80.648106,7.293095
ROVINKA HOLIDAY RESORT AND RESTAURANT,"103,SOMARATHANA MAWATHA,BELLANVILA,BORALESGAMUWA",17,A,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
ROMAN BEACH,"777/2,THIRANAGAMA,HIKKADUWA",6,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.11307,6.122217
ROMAN LAKE,"GODAGEDARA ROAD,PATHEGAMA,BALAPITIYA",8,A,Galle,Galle,Galle Divisional Secretariat,80.047578,6.296625
HOTEL WEDDING HOUSE HOLIDAY INN,"128/A , MAHABODI MAWATHA, KANDY ROAD, KADAWATHA",14,B,Gampaha,Mahara Pradeshiya Sabha,Gampaha Divisional Secretariat,80.085438,6.543719
BAY VISTA HOTEL,"NO:227,MAIN STREET,ARUGAMBAY,ULLA,POTTUVIL",31,A,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.832278,6.841696
D PAVILION INN,"82,STRATFORD AVENUE,COLOMBO 06.",5,A,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
MILANO GRAND NEW REST HOUSE,"50,KANDY ROAD,DAMBULLA",5,A,Matale,Chilaw Pradeshiya Sabha,Dambulla Divisional Secretariat,80.653394,7.886598
HOTEL MAHANUGE,"25TH MILE POST, BENDIWEWA.",12,A,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,NULL,NULL
THE BLUE BEACH EXOTICAA,"NO 18,MEDA PATUMAGA,THALPITIYA.",12,A,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,NULL,NULL
NEW RAMADHA GUEST HOUSE,"BATTICALOA ROAD, KADURUWELA.",18,B,Polonnaruwa,Tamankaduwa Pradeshiya Sabha,Thamankaduwa Divisional Secretariat,81.02297,7.938499
LAKE VIEW RESTAURANT,"158,KESBEWA.",5,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
GAYA FAMILY RESORT,"NO 01,WALAW WATTA,MAWATHAGAMA",8,B,Kurunegala,Mawathagama Pradeshiya Sabha,Mawathagama Divisional Secretariat,80.447656,7.435825
GRINDLAYS REGENCY,"RANWALA ROAD,ALAWATTE,ALAWWA",16,A,Kegalle,WARAKAPOLA,Warakapola Divisional Secretariat,80.243812,7.291324
LOTUS PARADISE,"PANNALA,GODAGEDARA,BALAPITIYA",8,A,Galle,balapitiya,Ambalangoda Divisional Secretariat,NULL,NULL
OMEEKA RESTAURANT AND HOTEL,"509/2A , SUSILARAMA ROAD, MALABE",5,A,Colombo,Colombo,Colombo Divisional Secretariat,79.964911,6.901956
RANAWARA,"NO:98 , THILAWATANA WATTE , KAHANDA MODARA , RANNA",7,A,Galle,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
SHINY LAKESIDE RESORT,"MARAGAHA HENA,PUNCHI PATHANA,HIKKADUWA",13,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.119331,6.141849
LE REVE DIKKA,"NO.583,GALLE ROAD,NARIGAMA,HIKKADUWA.",5,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
SAMROSE HOTEL,"NO.83 POLHENA,MALLAWAGEDARA",5,B,Gampaha,Divulapitiya Pradeshiya Sabha,Divulapitiya Divisional Secretariat,80.021706,7.314503
KALUNDEWA RETREAT,"KALUNDEWA RETREAT, DAMBULU OYA, DAMBULLA",6,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.678874,7.798901
HOTEL MIHINTALE,ANURADHAPURA ROAD MIHINTALE.,10,A,Anuradhapura,Mihintale Pradeshiya Sabha,Mihintale,NULL,NULL
MELBOURNE TOURIST REST,"388/28, HARISCHANDRA MW, STAGE 1, ANURADHAPURA",10,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.41572,8.331264
WHITE VILLA RESORT AND RESTAURNT,"22/50,THOTAWATHTHA ROAD,AHUNGALLA.",5,A,Galle,balapitiya,Balapitiya Divisional Secretariat,NULL,NULL
DICKMAN RESORT,"NO. 26/7, PORUTHOTA ROAD, NEGOMBO",10,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.843546,7.240904
HOTEL LION NATURE,"DIMBULAMURAYA,ELLA ROAD,WELLAWAYA",7,A,Moneragala,Wellawaya,Moneragala Divisional Secretariat,81.099745,6.750513
SUNSET BEACH PARADISE HOTEL,"ROMAN PARK, MUDUKATUWA SOUTH, MARAWILA",9,A,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,NULL,NULL
ARUGAMBAY SURFERS VILLA,"MAIN STREET, ARUGAMBAY SOUTH, POTTUVIL 05",30,B,Ampara,Pottuvil,Pottuvil Divisional Secretariat,NULL,NULL
GAMAGE NEST AND REST,"MIRISWATTA,KAMBURUPITIYA.",9,B,Matara,Kamburupitiya Pradeshiya Sabha,Kamburupitiya Divisional Secretariat,NULL,NULL
SERENE VILLA,"NO.395, KANDY ROAD,NUWARA-ELIYA.",9,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL
SERENE GRAND VILLA,"NO 38, RAJAPIHILLA MAWATHA, KANDY.",9,A,Kandy,Kandy,Kandy Divisional Secretariat,80.641494,7.286576
HOTEL ITALIA,"NO 6 HEENELA ROAD,VILEGODA,AMBALANGODA",14,A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,NULL,NULL
ORIOLE VILLA,"324,WELLATOTA WATHTHA, KANAHINTOTA,BENTOTA",10,A,Galle,Galle,Benthota Divisional Secretariat,80.047826,6.388051
NORFOLK HERITAGE AIRPORT VILLA,"55, LION CITY, 5TH LANE, KATUNAYAKE.",5,B,Gampaha,Seeduwa,Katana Divisional Secretariat,79.876476,7.152263
THE FRANGIPANI TREE,"NO.812, MATARA ROAD, MIHIRIPENNA, THALPE.",9,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
THE SENARO HOLIDAY INN,"POLA PARA, 22 JUNCTION, JAYANTHIPURA, POLONNARUWA.",10,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.965229,7.985676
ELEPHAS RESORT,"NO.47/B AUDANGAWA,KIMBISSA,SIGIRIYA.",16,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.734719,7.995286
U.S. HOTEL,"855,HOSPITAL ROAD,JAFFNA.",20,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.025328,9.661277
HONORS CLUB,"NO.351,PORUTHOTA ROAD,PALANGATURE,KOCHCHIKADE,NEGOMBO.",30,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
KINGDOM RESORT,"WALGAMPOKUNA, GODAUDA, KOTTEGODA.",8,A,Matara,Dickwella,Dickwella Divisional Secretariat,NULL,NULL
RONNY COTTAGE,"NO.71/3, PALANGATHURE EAST, KOCHCHIKADE.",16,A,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
LANKA BEACH HOTEL,"NO.84/1, PALAGATHURE, KOCHCHIKADE.",15,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.842141,7.2502
PRINTERS VILLA,"NO.39,PEDLAR STREET,FORT,GALLE",13,A,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
LAYA WAVES,"KALKUDAH,PASSIKUDAH.",8,A,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,81.568172,7.918173
SANOGA RESORT,"MORAGASWEWA, HABARANA",5,B,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.78126,8.029151
KITE BEACH VILLAS,"KUDAWA,KANDAKULIYA,KALPITIYA.",8,B,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.724361,8.226058
AJITH PUTHA GRAND,"IRATTAKULAMA ROAD,MADAMPE.",6,A,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,NULL,NULL
MOUNT FIELD RESORT,"NO.166 KM POST, BADULLA ROAD, HALPE, BELIHULOYA.",21,A,Ratnapura,Balangoda,Imbulpe Divisional Secretariat,80.825858,6.737361
GOLDEN HOLIDAY GUEST HOUSE,"NO.17/19 C,PONNAMPALAM 4TH LANE,JAFFNA.",6,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
PEARL RICH HOTEL & BANQUET HALL,"NO.727,COLOMBO ROAD,KADUGANNAWA",5,B,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat,80.535768,7.261431
TRINCO BEACH HOTEL,"328, DYKE STREET, TRINCOMALEE",10,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.238617,8.567845
RG'S DAWN AND DUSK,"NO.35,37,JAYA ROAD,COLOMBO 04",9,A,Colombo,Colombo,Colombo Divisional Secretariat,79.854959,6.886227
SERENE KINGS VILLA,"NO.17,UDAPUSSELLA ROAD,NUWARAELIYA.",9,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.771035,6.966501
FLOWER GARDEN LAKE RESORT,"NO.168,RANDUNUWATTA,WEERAWILA.",9,B,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL
ROYAL GREEN GARDEN HOTEL,"NANDAWANA WALAWWA,KURUNEGALA ROAD,PUTTALAM.",10,B,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,NULL,NULL
SENRICH HOTEL,"NO.46/4C,KALUKODAYAWA,DOMPE ROAD,MALWANA",17,A,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
HOTEL RAHAS ELLA,"NO.27/8,PANWILA ROAD,WATTEGAMA",5,A,Kandy,Kandy,Pathadumbara Divisional Secretariat,NULL,NULL
HOTEL RITAS AND BEACH RESTURANT,"GALLE ROAD,NARIGAMA,HIKKADUWA",25,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
SARAII,"RANDUNU KELLE WATTE,WEERAWILA,HAMBANTOTA.",14,B,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.228932,6.267036
ZYLAN LUXURY VILLA.,"NO.115,ROSMEAD PLACE,COLOMBO 07.",8,A,Colombo,Colombo,Colombo Divisional Secretariat,79.874004,6.914302
THE NATURE TRAILS.,"NO.144 B,MATARA ROAD,UNAWATUNA.",7,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.248002,6.018463
SKY PAVILION,"NO:102/123,HEVAHETA ROAD,KANDY",5,A,Kandy,Kandy,Kandy Divisional Secretariat,80.654608,7.289745
MANEL GUEST HOUSE,"MANEL GUEST HOUSE,NEW TOWN ROAD,POLONNARUWA.",8,B,Polonnaruwa,Thamankaduwa Pradeshiya Sabha,Thamankaduwa Divisional Secretariat,NULL,NULL
GREEN REST,"NO.136A,MEGODA ,THAMMITA,MAKEVITA.",14,C,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
MOSVOLD VILLA,"38,WALHENGODA,AHANGAMA",8,A,Galle,Galle,Galle Divisional Secretariat,80.35341,5.976347
GIMAN FREE BEACH RESORT,"KEERIKUDA,KAYANKERNI, NORTH PASSIKUDAH.",14,A,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,81.54014,7.986431
NILAVELI BEACH RESORT,"WARD NO:04,VALAIYOOTHU,IRAKKAKANDY",8,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,NULL,NULL
BLUE MERIDIAN HOTEL,"3RD FLOOR, MC PLAZA,KURUNEGALA",12,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
NEW NATIONAL RESTAURANT AND GUEST HOUSE,"39,BERA ROAD,GUNASINGHEPURA,COLOMBO 12.",5,B,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
THE SPICE TRAIL,"69TH, MILE POST, ARUGAMBAY, POTTUWIL",5,B,Ampara,Pottuvil,Pottuvil Divisional Secretariat,81.831108,6.848832
MUTHUMINI LAGOON RESORT,"NO:16,GALLE ROAD, MORAGALLA, ALUTHGAMA",24,A,Kalutara,Beruwala,Beruwala Divisional Secretariat,NULL,NULL
THE GLENROCK,"ULUGALATENNA, IHALAGALAGAMA, BELIHULOYA.",3,A,Ratnapura,Ratnapura,Imbulpe Divisional Secretariat,NULL,NULL
BIRDS PARK,"WADAWA, WADAKADA, POLGAHAWELA",6,B,Kurunegala,Alawwa Pradeshiya Sabha,Alawwa Divisional Secretariat,80.259805,7.38372
THEJAN BEACH CABANAS,"GALLE ROAD, YALEGAHA, INDURUWA",5,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.0096,6.381882
SENMIL HOLIDAY INN,"NIWASA PEDESA, LAXAPANA",7,B,Nuwara Eliya,Ginigathhena,Ambagamuwa Divisional Secretariat,80.489062,6.925742
OREEKA HOTEL,"NO.482, IVAN DE SILVA MAWATHA, KANDAWALA, KATANA.",6,B,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,NULL,NULL
MUDUNA WALAWWA RESORT,"NO.451, SRIMATH KUDARATHWATTA MAWATHA, KANDY",10,A,Kandy,Kandy,GANGAWATA KORALAYA,80.616018,7.29102
MADOLDU ECO RESORT,"GINIWELLA, KATHALUWA, AHANGAMA",5,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
ATHULYA VILLAS,"PANABOKKE,GANHATA ROAD,WATTAPPOLA.",8,A,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.547491,7.225436
FEELIN GOOD RESORT,"10TH MILE POST, UVA, KARADAGOLLA, ELLA.",7,A,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL
MAYA HOUSE,"MAYA HOUSE. ""OLD HOUSE"",ARANWELA,BELIATTA.",5,A,Hambantota,Hambantota,Beliatta Divisional Secretariat,80.7562,6.04275
THOTALAGALA PLANTERS LODGE,"THOTALAGALA,DAMBATENNE ROAD,HAPUTALE.",7,A,Badulla,Haputale,Haputale Divisional Secretariat,NULL,NULL
TARTARUGA HOTEL,"YADDEHIMULLA,UNAWATUNA,GALLE.",21,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
CEYLON TEA TRAILS,"DUNKELD BUNGALOW, DUNKELD ESTATE, DICKOYA",5,A,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ambagamuwa Divisional Secretariat,80.604018,6.834525
PAMUNUWILA VILLAGE,"124/2,PAMUNUWILA ROAD,GONAWALA.",8,B,Gampaha,Biyagama Pradeshiya Sabha,Gampaha Divisional Secretariat,NULL,NULL
LEIJAY RESORT,"NO :43,NEW LANE,MADAWALAMULLA,GALLE.",14,B,Galle,Galle,Galle Divisional Secretariat,80.214118,6.060452
VILLA VIANA,"64 A/1,MODARAWELLA,MARAWILA.",8,B,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.81374,7.424294
HOTEL SWISS DALE,"NO 7/5 THOTAGAMUWA, MATALE",12,B,Matale,Matale,Matale Divisional Secretariat,NULL,NULL
PALM STONE RETREAT,"KOSKANUWALA WATTA,MAHABAGE,KITHULGALA,",6,A,Kegalle,Yatiyantota Pradeshiya Sabha,Kegalle Divisional Secretariat,NULL,NULL
